"","Division","Line","Station.Name"
"1801","IRT","White Plains Road","149th St-3rd Av"
"1802","IRT","White Plains Road","149th St-3rd Av"
"1803","IRT","White Plains Road","149th St-3rd Av"
"1804","IRT","White Plains Road","149th St-3rd Av"
"1805","IRT","White Plains Road","149th St-3rd Av"
"1806","IRT","White Plains Road","149th St-3rd Av"
"1807","IRT","White Plains Road","149th St-3rd Av"
"1808","IRT","White Plains Road","149th St-3rd Av"
"1809","IRT","White Plains Road","174th St"
"1810","IRT","White Plains Road","174th St"
"1811","IRT","White Plains Road","174th St"
"1812","IRT","White Plains Road","174th St"
"1813","IRT","White Plains Road","219th St"
"1814","IRT","White Plains Road","219th St"
"1815","IRT","White Plains Road","225th St"
"1816","IRT","White Plains Road","225th St"
"1817","IRT","White Plains Road","225th St"
"1818","IRT","White Plains Road","233rd St"
"1819","IRT","White Plains Road","233rd St"
"1820","IRT","White Plains Road","238th St-Nereid Av"
"1821","IRT","White Plains Road","238th St-Nereid Av"
"1822","IRT","White Plains Road","Allerton Av"
"1823","IRT","White Plains Road","Allerton Av"
"1824","IRT","White Plains Road","Bronx Park East"
"1825","IRT","White Plains Road","Bronx Park East"
"1826","IRT","White Plains Road","Bronx Park East"
"1827","IRT","White Plains Road","Burke Av"
"1828","IRT","White Plains Road","Burke Av"
"1829","IRT","White Plains Road","East 180th St"
"1830","IRT","White Plains Road","East 180th St"
"1831","IRT","White Plains Road","East Tremont Av-West Farms Sq"
"1832","IRT","White Plains Road","East Tremont Av-West Farms Sq"
"1833","IRT","White Plains Road","East Tremont Av-West Farms Sq"
"1834","IRT","White Plains Road","East Tremont Av-West Farms Sq"
"1835","IRT","White Plains Road","East Tremont Av-West Farms Sq"
"1836","IRT","White Plains Road","Freeman St"
"1837","IRT","White Plains Road","Freeman St"
"1838","IRT","White Plains Road","Freeman St"
"1839","IRT","White Plains Road","Freeman St"
"1840","IRT","White Plains Road","Gun Hill Rd"
"1841","IRT","White Plains Road","Gun Hill Rd"
"1842","IRT","White Plains Road","Intervale Av"
"1843","IRT","White Plains Road","Intervale Av"
"1844","IRT","White Plains Road","Intervale Av"
"1845","IRT","White Plains Road","Jackson Av"
"1846","IRT","White Plains Road","Jackson Av"
"1847","IRT","White Plains Road","Jackson Av"
"1848","IRT","White Plains Road","Jackson Av"
"1849","IRT","White Plains Road","Pelham Parkway"
"1850","IRT","White Plains Road","Pelham Parkway"
"1851","IRT","White Plains Road","Pelham Parkway"
"1852","IRT","White Plains Road","Pelham Parkway"
"1853","IRT","White Plains Road","Pelham Parkway"
"1854","IRT","White Plains Road","Prospect Av"
"1855","IRT","White Plains Road","Prospect Av"
"1856","IRT","White Plains Road","Prospect Av"
"1857","IRT","White Plains Road","Prospect Av"
"1858","IRT","White Plains Road","Prospect Av"
"1859","IRT","White Plains Road","Simpson St"
"1860","IRT","White Plains Road","Simpson St"
"1861","IRT","White Plains Road","Simpson St"
"1862","IRT","White Plains Road","Simpson St"
"1863","IRT","White Plains Road","Simpson St"
"1864","IRT","White Plains Road","Wakefield-241st St"
"1865","IRT","White Plains Road","Wakefield-241st St"
"1866","IRT","White Plains Road","Wakefield-241st St"
"1867","IRT","Flushing","34 St Hudson Yards"
"1868","IRT","Flushing","34 St Hudson Yards"
