"","Division","Line","Station.Name"
"1177","IND","Fulton","Lafayette Av"
"1178","IND","Fulton","Lafayette Av"
"1179","IND","Fulton","Liberty Av"
"1180","IND","Fulton","Liberty Av"
"1181","IND","Fulton","Liberty Av"
"1182","IND","Fulton","Liberty Av"
"1183","IND","Fulton","Nostrand Av"
"1184","IND","Fulton","Nostrand Av"
"1185","IND","Fulton","Nostrand Av"
"1186","IND","Fulton","Nostrand Av"
"1187","IND","Fulton","Ralph Av"
"1188","IND","Fulton","Ralph Av"
"1189","IND","Fulton","Ralph Av"
"1190","IND","Fulton","Rockaway Av"
"1191","IND","Fulton","Rockaway Av"
"1192","IND","Fulton","Rockaway Av"
"1193","IND","Fulton","Rockaway Av"
"1194","IND","Fulton","Rockaway Av"
"1195","IND","Fulton","Rockaway Av"
"1196","IND","Fulton","Shepherd Av"
"1197","IND","Fulton","Shepherd Av"
"1198","IND","Fulton","Shepherd Av"
"1199","IND","Fulton","Shepherd Av"
"1200","IND","Fulton","Utica Av"
"1201","IND","Fulton","Utica Av"
"1202","IND","Fulton","Utica Av"
"1203","IND","Fulton","Utica Av"
"1204","IND","Fulton","Van Siclen Av"
"1205","IND","Fulton","Van Siclen Av"
"1206","IND","Fulton","Van Siclen Av"
"1207","IND","Fulton","Van Siclen Av"
"1208","IRT","Jerome","138th St"
"1209","IRT","Jerome","138th St"
"1210","IRT","Jerome","138th St"
"1211","IRT","Jerome","149th St-Grand Concourse"
"1212","IRT","Jerome","149th St-Grand Concourse"
"1213","IRT","Jerome","149th St-Grand Concourse"
"1214","IRT","Jerome","149th St-Grand Concourse"
"1215","IRT","Jerome","167th St"
"1216","IRT","Jerome","167th St"
"1217","IRT","Jerome","167th St"
"1218","IRT","Jerome","167th St"
"1219","IRT","Jerome","170th St"
"1220","IRT","Jerome","170th St"
"1221","IRT","Jerome","170th St"
"1222","IRT","Jerome","176th St"
"1223","IRT","Jerome","176th St"
"1224","IRT","Jerome","183rd St"
"1225","IRT","Jerome","183rd St"
"1226","IRT","Jerome","183rd St"
"1227","IRT","Jerome","Bedford Park Blvd-Lehman College"
"1228","IRT","Jerome","Burnside Av"
"1229","IRT","Jerome","Burnside Av"
"1230","IRT","Jerome","Burnside Av"
"1231","IRT","Jerome","Burnside Av"
"1232","IRT","Jerome","Fordham Rd"
"1233","IRT","Jerome","Fordham Rd"
"1234","IRT","Jerome","Fordham Rd"
"1235","IRT","Jerome","Fordham Rd"
"1236","IRT","Jerome","Kingsbridge Rd"
"1237","IRT","Jerome","Kingsbridge Rd"
"1238","IRT","Jerome","Kingsbridge Rd"
"1239","IRT","Jerome","Mosholu Parkway"
"1240","IRT","Jerome","Mosholu Parkway"
"1241","IRT","Jerome","Mosholu Parkway"
"1242","IRT","Jerome","Mosholu Parkway"
"1243","IRT","Jerome","Mt Eden Av"
"1244","IRT","Jerome","Mt Eden Av"
"1245","IRT","Jerome","Woodlawn"
"1246","IRT","Jerome","Woodlawn"
"1247","IRT","Jerome","Yankee Stadium-161st St"
"1248","IRT","Jerome","Yankee Stadium-161st St"
"1249","IRT","Jerome","Yankee Stadium-161st St"
"1250","IRT","Jerome","Yankee Stadium-161st St"
"1251","IRT","Jerome","Yankee Stadium-161st St"
"1252","IRT","Jerome","Yankee Stadium-161st St"
"1253","IRT","Jerome","Yankee Stadium-161st St"
"1254","IRT","Jerome","Yankee Stadium-161st St"
"1255","IRT","Lenox","110th St-Central Park North"
"1256","IRT","Lenox","110th St-Central Park North"
"1257","IRT","Lenox","116th St"
"1258","IRT","Lenox","116th St"
"1259","IRT","Lenox","116th St"
"1260","IRT","Lenox","116th St"
"1261","IRT","Lenox","125th St"
"1262","IRT","Lenox","125th St"
"1263","IRT","Lenox","125th St"
"1264","IRT","Lenox","125th St"
"1265","IRT","Lenox","135th St"
"1266","IRT","Lenox","135th St"
"1267","IRT","Lenox","135th St"
"1268","IRT","Lenox","135th St"
"1269","IRT","Lenox","145th St"
"1270","IRT","Lenox","145th St"
"1271","IRT","Lenox","145th St"
"1272","IRT","Lenox","145th St"
"1273","IRT","Lenox","Harlem-148th St"
"1274","IRT","Lexington","103rd St"
"1275","IRT","Lexington","103rd St"
"1276","IRT","Lexington","110th St"
"1277","IRT","Lexington","110th St"
"1278","IRT","Lexington","110th St"
"1279","IRT","Lexington","110th St"
"1280","IRT","Lexington","116th St"
"1281","IRT","Lexington","116th St"
"1282","IRT","Lexington","116th St"
"1283","IRT","Lexington","116th St"
"1284","IRT","Lexington","125th St"
"1285","IRT","Lexington","125th St"
"1286","IRT","Lexington","125th St"
"1287","IRT","Lexington","125th St"
"1288","IRT","Lexington","125th St"
"1289","IRT","Lexington","14th St-Union Square"
"1290","IRT","Lexington","14th St-Union Square"
"1291","IRT","Lexington","14th St-Union Square"
"1292","IRT","Lexington","14th St-Union Square"
"1293","IRT","Lexington","14th St-Union Square"
"1294","IRT","Lexington","14th St-Union Square"
"1295","IRT","Lexington","23rd St"
"1296","IRT","Lexington","23rd St"
"1297","IRT","Lexington","23rd St"
"1298","IRT","Lexington","23rd St"
"1299","IRT","Lexington","23rd St"
"1300","IRT","Lexington","23rd St"
"1301","IRT","Lexington","23rd St"
"1302","IRT","Lexington","23rd St"
"1303","IRT","Lexington","23rd St"
"1304","IRT","Lexington","28th St"
"1305","IRT","Lexington","28th St"
"1306","IRT","Lexington","28th St"
"1307","IRT","Lexington","28th St"
"1308","IRT","Lexington","28th St"
"1309","IRT","Lexington","28th St"
"1310","IRT","Lexington","28th St"
"1311","IRT","Lexington","33rd St"
"1312","IRT","Lexington","33rd St"
"1313","IRT","Lexington","33rd St"
"1314","IRT","Lexington","33rd St"
"1315","IRT","Lexington","33rd St"
"1316","IRT","Lexington","33rd St"
"1317","IRT","Lexington","33rd St"
"1318","IRT","Lexington","33rd St"
"1319","IRT","Lexington","33rd St"
"1320","IRT","Lexington","51st St"
"1321","IRT","Lexington","51st St"
"1322","IRT","Lexington","51st St"
"1323","IRT","Lexington","51st St"
"1324","IRT","Lexington","51st St"
"1325","IRT","Lexington","51st St"
"1326","IRT","Lexington","51st St"
"1327","IRT","Lexington","51st St"
"1328","IRT","Lexington","51st St"
"1329","IRT","Lexington","59th St"
"1330","IRT","Lexington","59th St"
"1331","IRT","Lexington","59th St"
"1332","IRT","Lexington","59th St"
"1333","IRT","Lexington","59th St"
"1334","IRT","Lexington","59th St"
"1335","IRT","Lexington","59th St"
"1336","IRT","Lexington","68th St-Hunter College"
"1337","IRT","Lexington","68th St-Hunter College"
"1338","IRT","Lexington","68th St-Hunter College"
"1339","IRT","Lexington","68th St-Hunter College"
"1340","IRT","Lexington","68th St-Hunter College"
"1341","IRT","Lexington","77th St"
"1342","IRT","Lexington","77th St"
"1343","IRT","Lexington","77th St"
"1344","IRT","Lexington","77th St"
"1345","IRT","Lexington","77th St"
"1346","IRT","Lexington","77th St"
"1347","IRT","Lexington","77th St"
"1348","IRT","Lexington","77th St"
"1349","IRT","Lexington","86th St"
"1350","IRT","Lexington","86th St"
"1351","IRT","Lexington","86th St"
"1352","IRT","Lexington","86th St"
"1353","IRT","Lexington","86th St"
"1354","IRT","Lexington","86th St"
"1355","IRT","Lexington","86th St"
"1356","IRT","Lexington","86th St"
"1357","IRT","Lexington","96th St"
"1358","IRT","Lexington","96th St"
"1359","IRT","Lexington","96th St"
"1360","IRT","Lexington","96th St"
"1361","IRT","Lexington","Astor Place"
"1362","IRT","Lexington","Astor Place"
"1363","IRT","Lexington","Bleecker St"
"1364","IRT","Lexington","Bleecker St"
"1365","IRT","Lexington","Bleecker St"
"1366","IRT","Lexington","Bleecker St"
"1367","IRT","Lexington","Bleecker St"
"1368","IRT","Lexington","Bleecker St"
"1369","IRT","Lexington","Bleecker St"
"1370","IRT","Lexington","Borough Hall"
"1371","IRT","Lexington","Borough Hall"
"1372","IRT","Lexington","Borough Hall"
"1373","IRT","Lexington","Borough Hall"
"1374","IRT","Lexington","Borough Hall"
"1375","IRT","Lexington","Bowling Green"
"1376","IRT","Lexington","Bowling Green"
"1377","IRT","Lexington","Bowling Green"
"1378","IRT","Lexington","Bowling Green"
"1379","IRT","Lexington","Bowling Green"
"1380","IRT","Lexington","Brooklyn Bridge-City Hall"
"1381","IRT","Lexington","Brooklyn Bridge-City Hall"
"1382","IRT","Lexington","Brooklyn Bridge-City Hall"
"1383","IRT","Lexington","Brooklyn Bridge-City Hall"
"1384","IRT","Lexington","Brooklyn Bridge-City Hall"
"1385","IRT","Lexington","Brooklyn Bridge-City Hall"
"1386","IRT","Lexington","Brooklyn Bridge-City Hall"
"1387","IRT","Lexington","Brooklyn Bridge-City Hall"
"1388","IRT","Lexington","Brooklyn Bridge-City Hall"
"1389","IRT","Lexington","Canal St"
"1390","IRT","Lexington","Canal St"
"1391","IRT","Lexington","Canal St"
"1392","IRT","Lexington","Canal St"
"1393","IRT","Lexington","Canal St"
"1394","IRT","Lexington","Canal St"
"1395","IRT","Lexington","Canal St"
"1396","IRT","Lexington","Fulton St"
"1397","IRT","Lexington","Fulton St"
"1398","IRT","Lexington","Fulton St"
"1399","IRT","Lexington","Fulton St"
"1400","IRT","Lexington","Fulton St"
"1401","IRT","Lexington","Grand Central-42nd St"
"1402","IRT","Lexington","Grand Central-42nd St"
"1403","IRT","Lexington","Grand Central-42nd St"
"1404","IRT","Lexington","Grand Central-42nd St"
"1405","IRT","Lexington","Grand Central-42nd St"
"1406","IRT","Lexington","Grand Central-42nd St"
"1407","IRT","Lexington","Grand Central-42nd St"
"1408","IRT","Lexington","Grand Central-42nd St"
"1409","IRT","Lexington","Spring St"
"1410","IRT","Lexington","Spring St"
"1411","IRT","Lexington","Spring St"
"1412","IRT","Lexington","Spring St"
"1413","IRT","Lexington","Wall St"
"1414","IRT","Lexington","Wall St"
"1415","IRT","Lexington","Wall St"
"1416","IRT","Lexington","Wall St"
"1417","IRT","Lexington","Wall St"
"1418","IRT","Lexington","Wall St"
"1419","IRT","Lexington","Wall St"
"1420","IRT","Lexington","Wall St"
"1421","IND","Liberty","104th St-Oxford Av"
"1422","IND","Liberty","104th St-Oxford Av"
"1423","IND","Liberty","111th St-Greenwood Av"
"1424","IND","Liberty","111th St-Greenwood Av"
"1425","IND","Liberty","111th St-Greenwood Av"
"1426","IND","Liberty","111th St-Greenwood Av"
"1427","IND","Liberty","80th St-Hudson St"
"1428","IND","Liberty","80th St-Hudson St"
"1429","IND","Liberty","80th St-Hudson St"
"1430","IND","Liberty","80th St-Hudson St"
"1431","IND","Liberty","88th St-Boyd Av"
"1432","IND","Liberty","88th St-Boyd Av"
"1433","IND","Liberty","Grant Av"
"1434","IND","Liberty","Lefferts Blvd"
"1435","IND","Liberty","Lefferts Blvd"
"1436","IND","Liberty","Lefferts Blvd"
"1437","IND","Liberty","Lefferts Blvd"
"1438","IND","Liberty","Rockaway Blvd"
"1439","IND","Liberty","Rockaway Blvd"
"1440","IND","Liberty","Rockaway Blvd"
"1441","IND","Liberty","Rockaway Blvd"
"1442","BMT","Myrtle","Central Av"
"1443","BMT","Myrtle","Central Av"
"1444","BMT","Myrtle","Forest Av"
"1445","BMT","Myrtle","Forest Av"
"1446","BMT","Myrtle","Fresh Pond Rd"
"1447","BMT","Myrtle","Fresh Pond Rd"
"1448","BMT","Myrtle","Knickerbocker Av"
"1449","BMT","Myrtle","Knickerbocker Av"
"1450","BMT","Myrtle","Metropolitan Av"
"1451","BMT","Myrtle","Seneca Av"
"1452","BMT","Myrtle","Seneca Av"
"1453","BMT","Nassau","Bowery"
"1454","BMT","Nassau","Bowery"
"1455","BMT","Nassau","Broad St"
"1456","BMT","Nassau","Broad St"
"1457","BMT","Nassau","Broad St"
"1458","BMT","Nassau","Broad St"
"1459","BMT","Nassau","Broad St"
"1460","BMT","Nassau","Broad St"
"1461","BMT","Nassau","Broad St"
"1462","BMT","Nassau","Broad St"
"1463","BMT","Nassau","Broad St"
"1464","BMT","Nassau","Canal St"
"1465","BMT","Nassau","Chambers St"
"1466","BMT","Nassau","Chambers St"
"1467","BMT","Nassau","Essex St"
"1468","BMT","Nassau","Essex St"
"1469","BMT","Nassau","Fulton St"
"1470","BMT","Nassau","Fulton St"
"1471","BMT","Nassau","Fulton St"
"1472","BMT","Nassau","Fulton St"
"1473","BMT","Nassau","Fulton St"
"1474","BMT","Nassau","Fulton St"
"1475","IRT","New Lots","Junius St"
"1476","IRT","New Lots","Junius St"
"1477","IRT","New Lots","New Lots Av"
"1478","IRT","New Lots","New Lots Av"
"1479","IRT","New Lots","Pennsylvania Av"
"1480","IRT","New Lots","Pennsylvania Av"
"1481","IRT","New Lots","Rockaway Av"
"1482","IRT","New Lots","Rockaway Av"
"1483","IRT","New Lots","Saratoga Av"
"1484","IRT","New Lots","Saratoga Av"
"1485","IRT","New Lots","Saratoga Av"
"1486","IRT","New Lots","Sutter Av"
"1487","IRT","New Lots","Sutter Av"
"1488","IRT","New Lots","Sutter Av"
"1489","IRT","New Lots","Van Siclen Av"
"1490","IRT","New Lots","Van Siclen Av"
"1491","IRT","Nostrand","Beverly Rd"
"1492","IRT","Nostrand","Beverly Rd"
"1493","IRT","Nostrand","Church Av"
"1494","IRT","Nostrand","Church Av"
"1495","IRT","Nostrand","Church Av"
"1496","IRT","Nostrand","Church Av"
"1497","IRT","Nostrand","Church Av"
"1498","IRT","Nostrand","Church Av"
"1499","IRT","Nostrand","Church Av"
"1500","IRT","Nostrand","Flatbush Av-Brooklyn College"
"1501","IRT","Nostrand","Flatbush Av-Brooklyn College"
"1502","IRT","Nostrand","Flatbush Av-Brooklyn College"
"1503","IRT","Nostrand","Flatbush Av-Brooklyn College"
"1504","IRT","Nostrand","Flatbush Av-Brooklyn College"
"1505","IRT","Nostrand","Flatbush Av-Brooklyn College"
"1506","IRT","Nostrand","Flatbush Av-Brooklyn College"
"1507","IRT","Nostrand","Flatbush Av-Brooklyn College"
"1508","IRT","Nostrand","Newkirk Av"
"1509","IRT","Nostrand","Newkirk Av"
"1510","IRT","Nostrand","Newkirk Av"
"1511","IRT","Nostrand","President St"
"1512","IRT","Nostrand","President St"
"1513","IRT","Nostrand","Sterling St"
"1514","IRT","Nostrand","Sterling St"
"1515","IRT","Nostrand","Winthrop St"
"1516","IRT","Nostrand","Winthrop St"
"1517","IRT","Pelham","138th St-3rd Ave"
"1518","IRT","Pelham","138th St-3rd Ave"
"1519","IRT","Pelham","138th St-3rd Ave"
"1520","IRT","Pelham","138th St-3rd Ave"
"1521","IRT","Pelham","138th St-3rd Ave"
"1522","IRT","Pelham","138th St-3rd Ave"
"1523","IRT","Pelham","138th St-3rd Ave"
"1524","IRT","Pelham","Brook Av"
"1525","IRT","Pelham","Brook Av"
"1526","IRT","Pelham","Brook Av"
"1527","IRT","Pelham","Brook Av"
"1528","IRT","Pelham","Buhre Av"
"1529","IRT","Pelham","Buhre Av"
"1530","IRT","Pelham","Buhre Av"
"1531","IRT","Pelham","Castle Hill Av"
"1532","IRT","Pelham","Castle Hill Av"
"1533","IRT","Pelham","Cypress Av"
"1534","IRT","Pelham","Cypress Av"
"1535","IRT","Pelham","Cypress Av"
"1536","IRT","Pelham","Cypress Av"
"1537","IRT","Pelham","East 143rd St-St Mary's St"
"1538","IRT","Pelham","East 143rd St-St Mary's St"
"1539","IRT","Pelham","East 143rd St-St Mary's St"
"1540","IRT","Pelham","East 143rd St-St Mary's St"
"1541","IRT","Pelham","East 149th St"
"1542","IRT","Pelham","East 149th St"
"1543","IRT","Pelham","East 149th St"
"1544","IRT","Pelham","East 149th St"
"1545","IRT","Pelham","Elder Av"
"1546","IRT","Pelham","Elder Av"
"1547","IRT","Pelham","Hunts Point Av"
"1548","IRT","Pelham","Hunts Point Av"
"1549","IRT","Pelham","Hunts Point Av"
"1550","IRT","Pelham","Longwood Av"
"1551","IRT","Pelham","Longwood Av"
"1552","IRT","Pelham","Longwood Av"
"1553","IRT","Pelham","Longwood Av"
"1554","IRT","Pelham","Middletown Rd"
"1555","IRT","Pelham","Middletown Rd"
"1556","IRT","Pelham","Morrison Av-Soundview Av"
"1557","IRT","Pelham","Morrison Av-Soundview Av"
"1558","IRT","Pelham","Morrison Av-Soundview Av"
"1559","IRT","Pelham","Parkchester-East 177th St"
"1560","IRT","Pelham","Pelham Bay Park"
"1561","IRT","Pelham","Pelham Bay Park"
"1562","IRT","Pelham","Pelham Bay Park"
"1563","IRT","Pelham","Pelham Bay Park"
"1564","IRT","Pelham","Pelham Bay Park"
"1565","IRT","Pelham","St Lawrence Av"
"1566","IRT","Pelham","St Lawrence Av"
"1567","IRT","Pelham","Westchester Square-East Tremont Av"
"1568","IRT","Pelham","Whitlock Av"
"1569","IRT","Pelham","Whitlock Av"
"1570","IRT","Pelham","Zerega Av"
"1571","IRT","Pelham","Zerega Av"
"1572","IND","Queens Boulevard","169th St"
"1573","IND","Queens Boulevard","169th St"
"1574","IND","Queens Boulevard","169th St"
"1575","IND","Queens Boulevard","169th St"
"1576","IND","Queens Boulevard","169th St"
"1577","IND","Queens Boulevard","169th St"
"1578","IND","Queens Boulevard","169th St"
"1579","IND","Queens Boulevard","169th St"
"1580","IND","Queens Boulevard","23rd St-Ely Av"
"1581","IND","Queens Boulevard","23rd St-Ely Av"
"1582","IND","Queens Boulevard","23rd St-Ely Av"
"1583","IND","Queens Boulevard","23rd St-Ely Av"
"1584","IND","Queens Boulevard","36th St"
"1585","IND","Queens Boulevard","36th St"
"1586","IND","Queens Boulevard","36th St"
"1587","IND","Queens Boulevard","36th St"
"1588","IND","Queens Boulevard","36th St"
"1589","IND","Queens Boulevard","46th St"
"1590","IND","Queens Boulevard","46th St"
"1591","IND","Queens Boulevard","46th St"
"1592","IND","Queens Boulevard","46th St"
"1593","IND","Queens Boulevard","5th Av-53rd St"
"1594","IND","Queens Boulevard","5th Av-53rd St"
"1595","IND","Queens Boulevard","5th Av-53rd St"
"1596","IND","Queens Boulevard","5th Av-53rd St"
"1597","IND","Queens Boulevard","5th Av-53rd St"
"1598","IND","Queens Boulevard","63rd Drive-Rego Park"
"1599","IND","Queens Boulevard","63rd Drive-Rego Park"
"1600","IND","Queens Boulevard","63rd Drive-Rego Park"
"1601","IND","Queens Boulevard","63rd Drive-Rego Park"
"1602","IND","Queens Boulevard","63rd Drive-Rego Park"
"1603","IND","Queens Boulevard","63rd Drive-Rego Park"
"1604","IND","Queens Boulevard","63rd Drive-Rego Park"
"1605","IND","Queens Boulevard","65th St"
"1606","IND","Queens Boulevard","65th St"
"1607","IND","Queens Boulevard","67th Av"
"1608","IND","Queens Boulevard","67th Av"
"1609","IND","Queens Boulevard","67th Av"
"1610","IND","Queens Boulevard","67th Av"
"1611","IND","Queens Boulevard","75th Av"
"1612","IND","Queens Boulevard","75th Av"
"1613","IND","Queens Boulevard","75th Av"
"1614","IND","Queens Boulevard","7th Av"
"1615","IND","Queens Boulevard","7th Av"
"1616","IND","Queens Boulevard","7th Av"
"1617","IND","Queens Boulevard","7th Av"
"1618","IND","Queens Boulevard","Briarwood-Van Wyck Blvd"
"1619","IND","Queens Boulevard","Briarwood-Van Wyck Blvd"
"1620","IND","Queens Boulevard","Briarwood-Van Wyck Blvd"
"1621","IND","Queens Boulevard","Elmhurst Av"
"1622","IND","Queens Boulevard","Elmhurst Av"
"1623","IND","Queens Boulevard","Elmhurst Av"
"1624","IND","Queens Boulevard","Elmhurst Av"
"1625","IND","Queens Boulevard","Elmhurst Av"
"1626","IND","Queens Boulevard","Forest Hills-71st Av"
"1627","IND","Queens Boulevard","Forest Hills-71st Av"
"1628","IND","Queens Boulevard","Forest Hills-71st Av"
"1629","IND","Queens Boulevard","Forest Hills-71st Av"
"1630","IND","Queens Boulevard","Forest Hills-71st Av"
"1631","IND","Queens Boulevard","Grand Av-Newtown"
"1632","IND","Queens Boulevard","Grand Av-Newtown"
"1633","IND","Queens Boulevard","Grand Av-Newtown"
"1634","IND","Queens Boulevard","Grand Av-Newtown"
"1635","IND","Queens Boulevard","Grand Av-Newtown"
"1636","IND","Queens Boulevard","Jackson Heights-Roosevelt Ave"
"1637","IND","Queens Boulevard","Jackson Heights-Roosevelt Ave"
"1638","IND","Queens Boulevard","Jackson Heights-Roosevelt Ave"
"1639","IND","Queens Boulevard","Jackson Heights-Roosevelt Ave"
"1640","IND","Queens Boulevard","Jackson Heights-Roosevelt Ave"
"1641","IND","Queens Boulevard","Jackson Heights-Roosevelt Ave"
"1642","IND","Queens Boulevard","Jackson Heights-Roosevelt Ave"
"1643","IND","Queens Boulevard","Jamaica-179th St"
"1644","IND","Queens Boulevard","Jamaica-179th St"
"1645","IND","Queens Boulevard","Jamaica-179th St"
"1646","IND","Queens Boulevard","Jamaica-179th St"
"1647","IND","Queens Boulevard","Jamaica-179th St"
"1648","IND","Queens Boulevard","Jamaica-179th St"
"1649","IND","Queens Boulevard","Jamaica-179th St"
"1650","IND","Queens Boulevard","Jamaica-179th St"
"1651","IND","Queens Boulevard","Jamaica-179th St"
"1652","IND","Queens Boulevard","Jamaica-179th St"
"1653","IND","Queens Boulevard","Jamaica-179th St"
"1654","IND","Queens Boulevard","Jamaica-179th St"
"1655","IND","Queens Boulevard","Jamaica-179th St"
"1656","IND","Queens Boulevard","Jamaica-179th St"
"1657","IND","Queens Boulevard","Jamaica-179th St"
"1658","IND","Queens Boulevard","Jamaica-179th St"
"1659","IND","Queens Boulevard","Kew Gardens-Union Turnpike"
"1660","IND","Queens Boulevard","Kew Gardens-Union Turnpike"
"1661","IND","Queens Boulevard","Kew Gardens-Union Turnpike"
"1662","IND","Queens Boulevard","Kew Gardens-Union Turnpike"
"1663","IND","Queens Boulevard","Kew Gardens-Union Turnpike"
"1664","IND","Queens Boulevard","Kew Gardens-Union Turnpike"
"1665","IND","Queens Boulevard","Kew Gardens-Union Turnpike"
"1666","IND","Queens Boulevard","Kew Gardens-Union Turnpike"
"1667","IND","Queens Boulevard","Lexington Av-53rd St"
"1668","IND","Queens Boulevard","Lexington Av-53rd St"
"1669","IND","Queens Boulevard","Lexington Av-53rd St"
"1670","IND","Queens Boulevard","Lexington Av-53rd St"
"1671","IND","Queens Boulevard","Lexington Av-53rd St"
"1672","IND","Queens Boulevard","Lexington Av-53rd St"
"1673","IND","Queens Boulevard","Lexington Av-53rd St"
"1674","IND","Queens Boulevard","Northern Blvd"
"1675","IND","Queens Boulevard","Northern Blvd"
"1676","IND","Queens Boulevard","Parsons Blvd"
"1677","IND","Queens Boulevard","Parsons Blvd"
"1678","IND","Queens Boulevard","Parsons Blvd"
"1679","IND","Queens Boulevard","Parsons Blvd"
"1680","IND","Queens Boulevard","Parsons Blvd"
"1681","IND","Queens Boulevard","Parsons Blvd"
"1682","IND","Queens Boulevard","Queens Plaza"
"1683","IND","Queens Boulevard","Queens Plaza"
"1684","IND","Queens Boulevard","Queens Plaza"
"1685","IND","Queens Boulevard","Queens Plaza"
"1686","IND","Queens Boulevard","Queens Plaza"
"1687","IND","Queens Boulevard","Queens Plaza"
"1688","IND","Queens Boulevard","Queens Plaza"
"1689","IND","Queens Boulevard","Steinway St"
"1690","IND","Queens Boulevard","Steinway St"
"1691","IND","Queens Boulevard","Steinway St"
"1692","IND","Queens Boulevard","Steinway St"
"1693","IND","Queens Boulevard","Sutphin Blvd"
"1694","IND","Queens Boulevard","Sutphin Blvd"
"1695","IND","Queens Boulevard","Sutphin Blvd"
"1696","IND","Queens Boulevard","Sutphin Blvd"
"1697","IND","Queens Boulevard","Sutphin Blvd"
"1698","IND","Queens Boulevard","Woodhaven Blvd"
"1699","IND","Queens Boulevard","Woodhaven Blvd"
"1700","IND","Queens Boulevard","Woodhaven Blvd"
"1701","IND","Queens Boulevard","Woodhaven Blvd"
"1702","IND","Rockaway","Aqueduct Racetrack"
"1703","IND","Rockaway","Aqueduct-North Conduit Av"
"1704","IND","Rockaway","Aqueduct-North Conduit Av"
"1705","IND","Rockaway","Beach 105th St"
"1706","IND","Rockaway","Beach 105th St"
"1707","IND","Rockaway","Beach 105th St"
"1708","IND","Rockaway","Beach 105th St"
"1709","IND","Rockaway","Beach 25th St"
"1710","IND","Rockaway","Beach 25th St"
"1711","IND","Rockaway","Beach 25th St"
"1712","IND","Rockaway","Beach 36th St"
"1713","IND","Rockaway","Beach 36th St"
"1714","IND","Rockaway","Beach 36th St"
"1715","IND","Rockaway","Beach 36th St"
"1716","IND","Rockaway","Beach 44th St"
"1717","IND","Rockaway","Beach 44th St"
"1718","IND","Rockaway","Beach 44th St"
"1719","IND","Rockaway","Beach 44th St"
"1720","IND","Rockaway","Beach 60th St"
"1721","IND","Rockaway","Beach 60th St"
"1722","IND","Rockaway","Beach 60th St"
"1723","IND","Rockaway","Beach 60th St"
"1724","IND","Rockaway","Beach 67th St"
"1725","IND","Rockaway","Beach 67th St"
"1726","IND","Rockaway","Beach 67th St"
"1727","IND","Rockaway","Beach 67th St"
"1728","IND","Rockaway","Beach 90th St"
"1729","IND","Rockaway","Beach 90th St"
"1730","IND","Rockaway","Beach 90th St"
"1731","IND","Rockaway","Beach 90th St"
"1732","IND","Rockaway","Beach 98th St"
"1733","IND","Rockaway","Beach 98th St"
"1734","IND","Rockaway","Beach 98th St"
"1735","IND","Rockaway","Broad Channel"
"1736","IND","Rockaway","Far Rockaway-Mott Av"
"1737","IND","Rockaway","Howard Beach"
"1738","IND","Rockaway","Howard Beach"
"1739","IND","Rockaway","Howard Beach"
"1740","IND","Rockaway","Howard Beach"
"1741","IND","Rockaway","Rockaway Park-Beach 116th"
"1742","BMT","Sea Beach","18th Av"
"1743","BMT","Sea Beach","18th Av"
"1744","BMT","Sea Beach","20th Av"
"1745","BMT","Sea Beach","86th St"
"1746","BMT","Sea Beach","8th Av"
"1747","BMT","Sea Beach","Av U"
"1748","BMT","Sea Beach","Av U"
"1749","BMT","Sea Beach","Bay Parkway-22nd Av"
"1750","BMT","Sea Beach","Bay Parkway-22nd Av"
"1751","BMT","Sea Beach","Fort Hamilton Parkway"
"1752","BMT","Sea Beach","Fort Hamilton Parkway"
"1753","BMT","Sea Beach","Kings Highway"
"1754","BMT","Sea Beach","Kings Highway"
"1755","BMT","Sea Beach","New Utrecht Av"
"1756","BMT","Sea Beach","New Utrecht Av"
"1757","BMT","West End","18th Av"
"1758","BMT","West End","18th Av"
"1759","BMT","West End","18th Av"
"1760","BMT","West End","20th Av"
"1761","BMT","West End","20th Av"
"1762","BMT","West End","20th Av"
"1763","BMT","West End","20th Av"
"1764","BMT","West End","25th Av"
"1765","BMT","West End","25th Av"
"1766","BMT","West End","25th Av"
"1767","BMT","West End","25th Av"
"1768","BMT","West End","50th St"
"1769","BMT","West End","50th St"
"1770","BMT","West End","50th St"
"1771","BMT","West End","50th St"
"1772","BMT","West End","55th St"
"1773","BMT","West End","55th St"
"1774","BMT","West End","55th St"
"1775","BMT","West End","62nd St"
"1776","BMT","West End","62nd St"
"1777","BMT","West End","62nd St"
"1778","BMT","West End","71st St"
"1779","BMT","West End","71st St"
"1780","BMT","West End","71st St"
"1781","BMT","West End","71st St"
"1782","BMT","West End","71st St"
"1783","BMT","West End","71st St"
"1784","BMT","West End","79th St"
"1785","BMT","West End","79th St"
"1786","BMT","West End","79th St"
"1787","BMT","West End","79th St"
"1788","BMT","West End","9th Av"
"1789","BMT","West End","Bay 50th St"
"1790","BMT","West End","Bay 50th St"
"1791","BMT","West End","Bay 50th St"
"1792","BMT","West End","Bay 50th St"
"1793","BMT","West End","Bay Parkway"
"1794","BMT","West End","Bay Parkway"
"1795","BMT","West End","Bay Parkway"
"1796","BMT","West End","Bay Parkway"
"1797","BMT","West End","Fort Hamilton Parkway"
"1798","BMT","West End","Fort Hamilton Parkway"
"1799","BMT","West End","Fort Hamilton Parkway"
"1800","BMT","West End","Fort Hamilton Parkway"
